# numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4
7149,2022-03-07 18:00:00,101960,-30.0,5,90,4.8,277.85,268.25,50,20000,2,0,0,0,0,nan,30,20,10,100840,nan,nan,-320.0,272.25,nan,279.95,nan,nan,nan,nan,7.1,10.4,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7168,2022-03-07 18:00:00,101950,-10.0,5,60,4.3,277.55,267.75,49,19080,0,nan,nan,nan,0,nan,nan,nan,nan,100490,nan,nan,-230.0,271.55,nan,280.85,nan,269.75,nan,nan,6.6,7.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7181,2022-03-07 18:00:00,102190,30,3,70,6.7,275.05,265.75,50,20540,0,nan,nan,nan,0,nan,nan,nan,nan,97870,nan,nan,-30.0,270.45,nan,278.05,nan,268.45,nan,nan,10.1,12.3,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7190,2022-03-07 18:00:00,102290,40,3,30,6.0,276.35,264.65,42,21280,0,nan,nan,nan,0,nan,nan,nan,nan,100410,nan,nan,90,272.15,nan,280.05,nan,269.25,nan,nan,8.4,10.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7207,2022-03-07 18:00:00,nan,-180.0,6,120,4.7,280.25,nan,nan,15000,3,2,nan,75,2,800,35,21,10,100820,nan,nan,-860.0,275.95,nan,281.25,nan,nan,nan,nan,11.9,13.1,-10.0,0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2,6,600,4,4,2000,nan,nan,nan,nan,nan,nan
7222,2022-03-07 18:00:00,101410,-80.0,6,90,3.2,279.95,271.05,53,14890,0,nan,nan,nan,0,nan,nan,nan,nan,101090,nan,nan,-710.0,273.95,nan,282.75,nan,275.85,nan,nan,4.6,9.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7240,2022-03-07 18:00:00,101600,-50.0,6,100,3.3,279.15,269.45,50,23530,0,nan,nan,nan,0,nan,nan,nan,nan,100220,nan,nan,-550.0,272.45,nan,282.35,nan,277.15,nan,nan,4.8,7.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7255,2022-03-07 18:00:00,101700,-20.0,5,100,3.6,278.45,268.85,50,20000,0,nan,nan,nan,nan,nan,nan,nan,nan,99660,nan,nan,-370.0,272.65,nan,283.05,nan,271.05,nan,nan,4.5,6.0,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7280,2022-03-07 18:00:00,101900,40,3,40,3.2,278.05,267.95,48,15920,0,nan,nan,nan,0,nan,nan,nan,nan,99200,nan,nan,-50.0,271.05,nan,281.85,nan,271.75,nan,nan,4.8,6.0,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7299,2022-03-07 18:00:00,102150,90,3,90,2.8,277.75,266.25,43,20000,2,0,0,10,0,nan,30,20,11,98790,nan,nan,110,267.35,nan,281.05,nan,268.25,nan,nan,5.0,8.4,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,0,7000,nan,nan,nan,nan,nan,nan,nan,nan,nan
7314,2022-03-07 18:00:00,101390,-90.0,6,130,1.4,280.05,270.05,49,18000,1,0,0,0,0,nan,30,20,10,101110,nan,nan,-610.0,276.25,nan,282.55,nan,nan,nan,nan,1.7,5.2,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7335,2022-03-07 18:00:00,101520,-10.0,5,80,2.7,280.85,270.75,49,23700,0,nan,nan,nan,0,nan,nan,nan,nan,100050,nan,nan,-500.0,270.15,nan,283.65,nan,273.05,nan,nan,5.3,6.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7434,2022-03-07 18:00:00,101500,-10.0,6,150,2.1,279.85,269.05,46,28070,0,nan,nan,nan,0,nan,nan,nan,nan,96660,nan,nan,-350.0,272.35,nan,282.55,nan,274.95,nan,nan,3.1,5.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7460,2022-03-07 18:00:00,101610,50,3,10,2.4,279.55,270.35,52,19500,0,nan,nan,nan,0,nan,nan,nan,nan,97610,nan,nan,-250.0,266.15,nan,284.85,nan,266.35,nan,nan,3.8,5.9,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7471,2022-03-07 18:00:00,nan,70,3,30,0.5,277.65,267.55,48,20000,0,nan,nan,nan,0,nan,nan,nan,nan,91820,92500,773,-110.0,263.95,nan,282.95,nan,267.25,nan,nan,1.3,5.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7481,2022-03-07 18:00:00,101750,20,3,20,1.6,280.25,269.95,48,15000,2,0,0,0,0,nan,30,20,10,98830,nan,nan,-50.0,270.45,nan,283.65,nan,nan,nan,nan,1.8,4.3,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7510,2022-03-07 18:00:00,101390,-30.0,5,150,2.1,283.65,271.55,43,21550,0,nan,nan,nan,0,nan,nan,nan,nan,100810,nan,nan,-460.0,271.35,nan,286.45,nan,271.25,nan,nan,2.7,4.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7535,2022-03-07 18:00:00,101510,0,5,160,1.7,282.25,270.95,45,20000,0,nan,nan,nan,0,nan,nan,nan,nan,98370,nan,nan,-190.0,268.85,nan,285.25,nan,270.95,nan,nan,2.7,4.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7558,2022-03-07 18:00:00,101600,50,3,160,5.9,278.35,270.25,56,20000,0,nan,nan,nan,nan,nan,nan,nan,nan,93180,nan,nan,60,270.75,nan,283.55,nan,270.35,nan,nan,7.7,7.7,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7577,2022-03-07 18:00:00,101720,60,3,250,0.5,281.75,268.85,40,19900,0,nan,nan,nan,nan,nan,nan,nan,nan,100810,nan,nan,60,271.55,nan,286.65,nan,272.35,nan,nan,1.0,2.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7591,2022-03-07 18:00:00,nan,130,3,190,2.1,279.05,266.75,41,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,91350,nan,nan,210,nan,269.75,nan,283.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7607,2022-03-07 18:00:00,101360,-40.0,5,80,2.2,282.75,274.65,57,37390,0,nan,nan,nan,1,4320,nan,nan,nan,100640,nan,nan,-440.0,270.55,nan,286.95,nan,274.65,nan,nan,2.9,4.8,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,4320,nan,nan,nan,nan,nan,nan,nan,nan,nan
7621,2022-03-07 18:00:00,101330,-20.0,5,50,1.7,282.75,276.75,66,35820,0,nan,nan,nan,1,3960,nan,nan,nan,97000,nan,nan,-410.0,275.55,nan,285.85,nan,278.25,nan,nan,3.9,6.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,3960,nan,nan,nan,nan,nan,nan,nan,nan,nan
7627,2022-03-07 18:00:00,101430,40,3,100,1.5,282.25,274.85,60,20000,0,nan,nan,nan,0,nan,nan,nan,nan,96500,nan,nan,-300.0,273.95,nan,285.65,nan,275.95,nan,nan,3.7,4.1,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7630,2022-03-07 18:00:00,101500,20,3,140,6.9,283.05,275.65,60,26110,0,nan,nan,nan,0,nan,nan,nan,nan,99690,nan,nan,-230.0,273.15,nan,286.25,nan,276.55,nan,nan,11.5,11.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7643,2022-03-07 18:00:00,101770,40,3,220,2.6,281.85,273.35,55,19000,0,nan,nan,nan,nan,nan,nan,nan,nan,101670,nan,nan,nan,271.05,nan,285.95,nan,nan,nan,nan,nan,5.1,-10.0,nan,0.0,nan,nan,nan,0.0,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7650,2022-03-07 18:00:00,101780,70,3,210,2.1,283.45,273.45,50,22550,0,nan,nan,nan,2,4140,nan,nan,nan,101390,nan,nan,210,272.75,nan,286.65,nan,273.05,nan,nan,3.0,5.2,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,2,nan,4140,nan,nan,nan,nan,nan,nan,nan,nan,nan
7661,2022-03-07 18:00:00,nan,nan,nan,290,4.7,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,5.8,5.8,-10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7690,2022-03-07 18:00:00,101740,50,3,220,3.2,283.75,275.35,56,30000,1,0,0,10,1,nan,35,20,11,101420,nan,nan,140,nan,nan,nan,nan,276.65,nan,nan,5.7,5.7,-10.0,0,0.0,nan,nan,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,1,6,1000,1,0,8000,nan,nan,nan,nan,nan,nan
7747,2022-03-07 18:00:00,101710,0,5,30,1.9,282.25,277.85,74,14780,0,nan,nan,75,6,1250,nan,nan,nan,101170,nan,nan,120,275.75,nan,284.45,nan,276.05,nan,nan,2.6,5.3,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,5,nan,1080,5,nan,1260,6,nan,1470,nan,nan,nan
7761,2022-03-07 18:00:00,101710,60,3,100,1.8,281.45,274.55,62,31140,0,nan,nan,nan,0,nan,nan,nan,nan,101600,nan,nan,250,273.05,nan,286.15,nan,273.65,nan,nan,2.3,3.8,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7790,2022-03-07 18:00:00,101710,40,3,250,2.1,279.85,273.25,63,18350,0,nan,nan,nan,0,nan,nan,nan,nan,101560,nan,nan,170,276.55,nan,284.85,nan,276.65,nan,nan,2.6,4.4,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61968,2022-03-07 18:00:00,100840,200,2,240,3.9,301.35,297.75,81,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100790,nan,nan,-60.0,nan,298.15,nan,302.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.2,22.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61972,2022-03-07 18:00:00,101060,100,1,160,4.3,300.25,294.95,73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100990,nan,nan,-40.0,nan,299.25,nan,304.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61976,2022-03-07 18:00:00,100920,250,1,nan,nan,300.35,298.15,88,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100830,nan,nan,300,nan,298.55,nan,303.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.4,11.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61980,2022-03-07 18:00:00,101170,150,1,120,5.4,299.55,293.85,71,43230,0,nan,nan,nan,5,3780,nan,nan,nan,101020,nan,nan,-50.0,nan,nan,nan,nan,nan,nan,nan,7.7,10.3,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,19.4,nan,nan,nan,nan,5,nan,3780,nan,nan,nan,nan,nan,nan,nan,nan,nan
61996,2022-03-07 18:00:00,101940,50,3,170,4.2,288.15,284.35,78,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101590,nan,nan,320,nan,288.15,nan,292.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.8,1.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61997,2022-03-07 18:00:00,101990,50,7,300,14.2,285.35,278.75,64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100230,nan,nan,100,nan,283.75,nan,291.05,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61998,2022-03-07 18:00:00,101450,330,1,300,2.1,281.45,278.55,82,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101080,nan,nan,580,nan,nan,292.15,nan,nan,nan,nan,nan,9.3,-10.0,nan,nan,nan,nan,0.0,nan,nan,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
67005,2022-03-07 18:00:00,100840,170,1,250,3.1,301.05,297.85,83,20000,0,nan,nan,nan,0,nan,nan,nan,nan,100760,nan,nan,-70.0,nan,nan,nan,nan,nan,nan,nan,3.9,4.4,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71805,2022-03-07 18:00:00,100410,50,0,90,9.5,273.45,273.35,99,10000,3,2,2,100,7,250,36,nan,nan,100320,nan,nan,-2010.0,271.85,nan,273.45,nan,273.05,nan,nan,12.5,12.5,-10.0,17,0.19,0.01,-60.0,0.0,0.0,0.4,2.0,11.4,nan,nan,nan,nan,7,7,230,nan,nan,nan,nan,nan,nan,nan,nan,nan
78890,2022-03-07 18:00:00,101470,150,6,70,9.9,301.05,294.35,67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101150,nan,nan,0,296.55,nan,301.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78894,2022-03-07 18:00:00,101590,190,8,60,9.8,301.25,293.75,64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101080,nan,nan,-60.0,nan,294.95,nan,301.35,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,16.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78897,2022-03-07 18:00:00,101460,-180.0,7,90,7.1,301.15,292.35,59,38690,nan,nan,nan,nan,nan,nan,nan,nan,nan,101370,nan,nan,-30.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,-0.1,4.0,4.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78925,2022-03-07 18:00:00,101350,-210.0,8,90,8.1,302.15,293.85,61,39700,0,nan,nan,90,6,800,nan,nan,nan,101260,nan,nan,-50.0,302.45,nan,302.45,nan,nan,nan,nan,11.6,14.3,-10.0,nan,nan,nan,nan,0.0,2.0,2.0,3.2,4.2,nan,nan,nan,nan,6,nan,990,7,nan,2040,nan,nan,nan,nan,nan,nan
81401,2022-03-07 18:00:00,nan,210,7,310,0.7,299.65,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100800,nan,nan,-40.0,nan,296.15,nan,303.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.2,3.6,3.6,3.6,8.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81405,2022-03-07 18:00:00,100860,-220.0,6,50,5.0,299.15,297.75,92,11770,60,nan,nan,90,7,450,nan,nan,nan,100770,nan,nan,-170.0,nan,nan,nan,nan,298.45,nan,nan,6.8,10.0,-10.0,nan,nan,nan,nan,1.2,2.6,nan,nan,nan,nan,nan,nan,nan,2,nan,480,3,nan,810,7,nan,1440,nan,9,nan
81408,2022-03-07 18:00:00,100750,280,8,80,2.3,303.25,296.95,69,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100670,nan,nan,-270.0,nan,296.05,nan,304.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.8,1.8,16.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
81415,2022-03-07 18:00:00,100790,350,8,200,1.0,303.55,296.75,67,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,99600,nan,nan,-190.0,nan,295.45,nan,303.55,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.6,21.5,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7005,2022-03-07 21:00:00,102030,-10.0,0,110,3.8,274.95,267.95,60,20000,0,nan,nan,nan,nan,nan,nan,nan,nan,101120,nan,nan,-640.0,nan,nan,nan,nan,273.25,nan,nan,7.5,7.5,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7015,2022-03-07 21:00:00,102190,10,3,80,4.5,274.35,268.85,67,25140,0,nan,nan,nan,0,nan,nan,nan,nan,101600,nan,nan,-500.0,nan,nan,nan,nan,273.25,nan,nan,5.8,7.4,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7020,2022-03-07 21:00:00,101600,-60.0,8,120,4.9,275.95,270.85,69,14000,1,0,nan,0,0,nan,30,20,10,101490,nan,nan,-1010.0,nan,nan,nan,nan,nan,nan,nan,6.8,6.8,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7027,2022-03-07 21:00:00,101730,-10.0,8,100,4.4,275.35,269.65,66,13270,0,nan,nan,nan,0,nan,nan,nan,nan,100890,nan,nan,-830.0,nan,nan,nan,nan,276.75,nan,nan,6.4,6.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7037,2022-03-07 21:00:00,101850,-10.0,8,90,5.0,274.25,267.75,62,18310,0,nan,nan,nan,0,nan,nan,nan,nan,99950,nan,nan,-650.0,nan,nan,nan,nan,272.15,nan,nan,6.9,7.2,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7072,2022-03-07 21:00:00,102180,20,3,120,1.4,269.25,266.15,79,19100,0,nan,nan,nan,0,nan,nan,nan,nan,100960,nan,nan,-250.0,nan,nan,nan,nan,266.35,nan,nan,2.4,2.9,-10.0,4,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7110,2022-03-07 21:00:00,101260,-120.0,8,100,4.2,277.15,270.95,64,13910,0,nan,nan,100,8,1750,nan,nan,nan,100050,nan,nan,-1250.0,nan,nan,nan,nan,276.45,nan,nan,5.5,5.5,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,8,nan,1620,nan,nan,nan,nan,nan,nan,nan,nan,nan
7117,2022-03-07 21:00:00,101340,-100.0,8,90,5.2,278.65,272.35,64,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100620,nan,nan,-1140.0,nan,nan,nan,nan,nan,nan,nan,8.7,9.1,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7130,2022-03-07 21:00:00,101440,-70.0,8,100,4.6,276.55,270.55,65,10190,0,nan,nan,nan,0,nan,nan,nan,nan,100980,nan,nan,-970.0,nan,nan,nan,nan,276.15,nan,nan,7.5,7.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7139,2022-03-07 21:00:00,101730,-10.0,0,40,3.3,274.95,268.65,63,18250,0,nan,nan,nan,0,nan,nan,nan,nan,99920,nan,nan,-700.0,nan,nan,nan,nan,277.55,nan,nan,4.9,6.0,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7149,2022-03-07 21:00:00,101930,-30.0,6,100,5.4,276.25,267.35,52,20000,2,0,0,0,0,nan,30,20,10,100810,nan,nan,-460.0,nan,nan,nan,nan,nan,nan,nan,7.8,8.1,-10.0,0,0.0,0.0,-30.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7168,2022-03-07 21:00:00,102020,50,1,70,2.1,274.15,267.25,60,16300,0,nan,nan,nan,0,nan,nan,nan,nan,100540,nan,nan,-230.0,nan,nan,nan,nan,270.85,nan,nan,3.3,6.2,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7181,2022-03-07 21:00:00,102260,40,3,80,6.8,273.35,264.65,52,18660,0,nan,nan,nan,0,nan,nan,nan,nan,97910,nan,nan,-60.0,nan,nan,nan,nan,270.15,nan,nan,9.9,13.3,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7190,2022-03-07 21:00:00,102430,110,2,20,3.5,273.35,264.35,51,14750,0,nan,nan,nan,0,nan,nan,nan,nan,100520,nan,nan,110,nan,nan,nan,nan,267.75,nan,nan,4.4,4.5,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7207,2022-03-07 21:00:00,nan,-60.0,6,150,8.6,280.25,nan,nan,15000,1,0,nan,0,0,nan,30,20,10,100760,nan,nan,-1020.0,nan,nan,nan,nan,nan,nan,nan,13.5,13.5,-10.0,0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7222,2022-03-07 21:00:00,101350,-60.0,7,100,4.5,277.75,271.05,62,13720,0,nan,nan,nan,0,nan,nan,nan,nan,101030,nan,nan,-890.0,nan,nan,nan,nan,277.65,nan,nan,6.6,6.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7240,2022-03-07 21:00:00,101640,20,0,80,4.1,275.65,269.95,66,18340,0,nan,nan,nan,0,nan,nan,nan,nan,100240,nan,nan,-630.0,nan,nan,nan,nan,277.85,nan,nan,5.4,6.0,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7255,2022-03-07 21:00:00,101760,30,2,110,3.9,275.25,269.35,65,19810,0,nan,nan,nan,nan,nan,nan,nan,nan,99690,nan,nan,-410.0,nan,nan,nan,nan,273.05,nan,nan,4.9,4.9,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7280,2022-03-07 21:00:00,101980,40,3,350,3.0,274.15,267.65,62,13390,0,nan,nan,nan,0,nan,nan,nan,nan,99240,nan,nan,-110.0,nan,nan,nan,nan,272.85,nan,nan,4.0,4.7,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7299,2022-03-07 21:00:00,102290,100,2,130,3.8,274.15,266.35,56,15870,0,nan,nan,nan,0,nan,nan,nan,nan,98890,nan,nan,120,nan,nan,nan,nan,272.45,nan,nan,6.3,6.3,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7314,2022-03-07 21:00:00,101350,-40.0,7,120,3.7,279.35,272.85,63,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,101070,nan,nan,-760.0,nan,nan,nan,nan,nan,nan,nan,5.9,5.9,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
