# numer_sta,date,pmer,tend,cod_tend,dd,ff,t,td,u,vv,ww,w1,w2,n,nbas,hbas,cl,cm,ch,pres,niv_bar,geop,tend24,tn12,tn24,tx12,tx24,tminsol,sw,tw,raf10,rafper,per,etat_sol,ht_neige,ssfrai,perssfrai,rr1,rr3,rr6,rr12,rr24,phenspe1,phenspe2,phenspe3,phenspe4,nnuage1,ctype1,hnuage1,nnuage2,ctype2,hnuage2,nnuage3,ctype3,hnuage3,nnuage4,ctype4,hnuage4
7015,2022-03-19 06:00:00,103980,-20.0,5,50,4.2,278.45,273.85,72,31990,0,nan,nan,nan,0,nan,nan,nan,nan,103380,nan,nan,-90.0,278.45,nan,285.85,nan,276.85,nan,nan,6.4,8.5,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7020,2022-03-19 06:00:00,103290,-110.0,6,80,12.3,282.05,277.65,74,14000,2,0,nan,0,0,nan,30,20,10,103180,nan,nan,-660.0,281.95,nan,283.75,nan,nan,nan,nan,17.1,17.6,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7027,2022-03-19 06:00:00,103370,-70.0,6,90,4.2,279.15,272.15,61,35560,0,nan,nan,nan,0,nan,nan,nan,nan,102530,nan,nan,-600.0,278.65,nan,283.65,nan,278.65,nan,nan,7.3,7.3,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7037,2022-03-19 06:00:00,103440,-80.0,7,70,10.3,279.45,272.25,60,19060,0,nan,nan,nan,0,nan,nan,nan,nan,101540,nan,nan,-450.0,279.05,nan,284.35,nan,275.75,nan,nan,14.2,15.0,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7072,2022-03-19 06:00:00,103680,-10.0,8,50,5.5,278.55,273.95,72,11810,0,nan,nan,nan,0,nan,nan,nan,nan,102480,nan,nan,-210.0,274.15,nan,283.75,nan,272.25,nan,nan,8.2,8.2,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7110,2022-03-19 06:00:00,102930,-80.0,6,100,4.6,279.75,272.25,59,48590,0,nan,nan,nan,0,nan,nan,nan,nan,101710,nan,nan,-920.0,279.35,nan,284.25,nan,276.35,nan,nan,7.3,7.3,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7117,2022-03-19 06:00:00,103040,-80.0,5,80,6.0,281.15,276.75,74,12000,2,2,nan,90,3,800,33,nan,nan,102320,nan,nan,-850.0,281.15,nan,283.25,nan,nan,nan,nan,10.5,12.3,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.2,nan,nan,nan,nan,7,7,900,nan,nan,nan,nan,nan,nan,nan,nan,nan
7130,2022-03-19 06:00:00,103070,-50.0,6,90,3.4,278.95,272.65,64,33840,0,nan,nan,nan,0,nan,nan,nan,nan,102610,nan,nan,-730.0,278.65,nan,286.65,nan,278.15,nan,nan,5.1,5.2,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7139,2022-03-19 06:00:00,103270,-60.0,5,50,4.1,278.25,271.95,64,20000,0,nan,nan,nan,0,nan,nan,nan,nan,101460,nan,nan,-570.0,278.15,nan,285.25,nan,279.25,nan,nan,6.2,8.4,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7149,2022-03-19 06:00:00,103490,-20.0,5,50,3.7,277.75,272.55,69,20000,2,0,0,0,0,nan,30,20,10,102360,nan,nan,-370.0,277.65,nan,286.85,nan,nan,nan,nan,5.1,8.7,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7168,2022-03-19 06:00:00,103450,-10.0,4,60,3.8,278.25,274.95,79,5190,0,nan,nan,nan,0,nan,nan,nan,nan,101970,nan,nan,-230.0,278.05,nan,284.65,nan,274.15,nan,nan,5.9,6.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7181,2022-03-19 06:00:00,103640,-30.0,8,60,8.2,277.55,274.35,80,5880,0,nan,nan,nan,0,nan,nan,nan,nan,99300,nan,nan,-50.0,277.55,nan,282.85,nan,275.05,nan,nan,12.6,12.6,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7190,2022-03-19 06:00:00,103770,-10.0,4,30,5.2,277.95,274.25,77,5870,0,nan,nan,nan,0,nan,nan,nan,nan,101870,nan,nan,90,277.75,nan,283.95,nan,274.15,nan,nan,7.2,8.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7207,2022-03-19 06:00:00,102780,-60.0,6,90,11.6,281.95,275.05,62,20000,3,2,nan,100,0,5000,30,20,17,102250,nan,nan,-920.0,281.95,nan,286.35,nan,nan,nan,nan,17.5,17.9,-10.0,0,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,8,2,5000,nan,nan,nan,nan,nan,nan,nan,nan,nan
7222,2022-03-19 06:00:00,102870,-50.0,6,70,5.4,280.25,273.05,60,35780,0,nan,nan,nan,0,nan,nan,nan,nan,102550,nan,nan,-720.0,280.25,nan,286.55,nan,279.05,nan,nan,8.0,9.5,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7240,2022-03-19 06:00:00,103100,-10.0,5,60,5.4,279.35,275.05,74,16370,0,nan,nan,90,7,1750,nan,nan,nan,101700,nan,nan,-460.0,279.15,nan,284.85,nan,279.85,nan,nan,9.1,10.3,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,7,nan,1620,nan,nan,nan,nan,nan,nan,nan,nan,nan
7255,2022-03-19 06:00:00,103130,40,3,80,3.9,280.05,276.15,76,10570,0,nan,nan,nan,nan,nan,nan,nan,nan,101070,nan,nan,-270.0,280.05,nan,285.25,nan,278.55,nan,nan,5.3,7.4,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7280,2022-03-19 06:00:00,103280,30,3,10,2.8,278.55,274.65,76,8030,0,nan,nan,nan,0,nan,nan,nan,nan,100550,nan,nan,-30.0,278.55,nan,283.85,nan,278.55,nan,nan,5.9,7.2,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7299,2022-03-19 06:00:00,103590,30,2,310,2.7,275.25,273.65,89,4500,10,2,nan,60,0,nan,30,20,11,100160,nan,nan,90,275.05,nan,283.65,nan,275.35,nan,nan,3.8,5.2,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.4,nan,nan,nan,nan,5,0,7500,nan,nan,nan,nan,nan,nan,nan,nan,nan
7314,2022-03-19 06:00:00,102750,-10.0,5,90,4.7,282.15,277.95,75,12000,2,2,nan,100,8,1250,35,nan,nan,102470,nan,nan,-500.0,282.15,nan,285.55,nan,nan,nan,nan,8.0,9.1,-10.0,1,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,8,6,1100,nan,nan,nan,nan,nan,nan,nan,nan,nan
7335,2022-03-19 06:00:00,102950,0,5,60,2.9,279.95,276.05,76,18040,0,nan,nan,nan,5,1750,nan,nan,nan,101460,nan,nan,-420.0,279.75,nan,285.75,nan,279.25,nan,nan,5.4,5.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,5,nan,1740,nan,nan,nan,nan,nan,nan,nan,nan,nan
7434,2022-03-19 06:00:00,102910,50,3,60,2.3,280.85,276.85,76,8820,0,nan,nan,90,7,2250,nan,nan,nan,98030,nan,nan,-90.0,280.85,nan,282.35,nan,280.35,nan,nan,3.2,3.2,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,7,nan,2220,nan,nan,nan,nan,nan,nan,nan,nan,nan
7460,2022-03-19 06:00:00,103090,20,3,160,3.2,279.75,278.65,93,7830,0,nan,nan,100,8,800,nan,nan,nan,99040,nan,nan,-70.0,279.55,nan,282.05,nan,279.25,nan,nan,4.3,4.9,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,8,nan,720,nan,nan,nan,nan,nan,nan,nan,nan,nan
7471,2022-03-19 06:00:00,nan,-20.0,6,0,0.0,276.95,276.55,97,4930,10,nan,nan,100,8,450,nan,nan,nan,93180,92500,893,80,276.95,nan,277.85,nan,277.65,nan,nan,0.0,1.9,-10.0,1,0.0,nan,nan,0.0,0.0,0.0,-0.1,-0.1,nan,nan,nan,nan,8,nan,450,nan,nan,nan,nan,nan,nan,nan,nan,nan
7481,2022-03-19 06:00:00,103200,40,3,150,2.1,277.35,276.35,93,3000,10,0,0,50,0,nan,30,20,12,100210,nan,nan,190,277.05,nan,283.15,nan,nan,nan,nan,2.6,3.6,-10.0,0,0.0,0.0,-60.0,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,4,0,6000,nan,nan,nan,nan,nan,nan,nan,nan,nan
7510,2022-03-19 06:00:00,102760,10,3,110,4.0,280.25,279.35,94,6870,0,nan,nan,nan,5,3240,nan,nan,nan,102160,nan,nan,-240.0,279.85,nan,288.05,nan,278.65,nan,nan,4.5,5.3,-10.0,1,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,5,nan,3240,nan,nan,nan,nan,nan,nan,nan,nan,nan
7535,2022-03-19 06:00:00,102870,40,3,130,3.8,282.85,279.05,77,20000,0,nan,nan,nan,2,3300,nan,nan,nan,99700,nan,nan,60,282.15,nan,286.55,nan,280.55,nan,nan,6.6,6.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,1,nan,3300,nan,nan,nan,nan,nan,nan,nan,nan,nan
7558,2022-03-19 06:00:00,103000,20,3,110,1.8,278.75,276.25,84,16920,0,nan,nan,nan,nan,nan,nan,nan,nan,94480,nan,nan,270,278.65,nan,282.95,nan,276.75,nan,nan,2.5,4.1,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,-0.1,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7577,2022-03-19 06:00:00,103090,0,5,20,2.8,280.45,279.35,93,7750,0,nan,nan,nan,nan,nan,nan,nan,nan,102170,nan,nan,290,279.75,nan,285.15,nan,280.45,nan,nan,4.0,4.2,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,-0.1,-0.1,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7591,2022-03-19 06:00:00,nan,60,7,70,10.8,281.75,266.35,33,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,92750,nan,nan,380,nan,281.65,nan,289.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7607,2022-03-19 06:00:00,102680,-20.0,5,40,1.6,279.15,278.85,98,8190,0,nan,nan,100,8,3840,nan,nan,nan,101940,nan,nan,-230.0,276.65,nan,284.25,nan,279.85,nan,nan,2.5,3.4,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,8,nan,3840,nan,nan,nan,nan,nan,nan,nan,nan,nan
7621,2022-03-19 06:00:00,102670,0,5,50,0.9,278.35,278.05,98,110,45,nan,nan,101,9,30,nan,nan,nan,98220,nan,nan,-220.0,277.35,nan,281.45,nan,279.75,nan,nan,2.1,2.1,-10.0,1,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,0,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7627,2022-03-19 06:00:00,102750,-30.0,5,200,1.1,276.85,276.55,98,2790,10,nan,nan,nan,1,30,nan,nan,nan,97660,nan,nan,-160.0,276.65,nan,281.95,nan,278.15,nan,nan,1.7,3.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.6,nan,nan,nan,nan,1,nan,30,nan,nan,nan,nan,nan,nan,nan,nan,nan
7630,2022-03-19 06:00:00,102790,30,3,120,6.9,283.25,279.75,79,12460,0,nan,nan,nan,4,4200,nan,nan,nan,100960,nan,nan,30,281.55,nan,284.65,nan,282.45,nan,nan,10.8,10.8,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,4,nan,4200,nan,nan,nan,nan,nan,nan,nan,nan,nan
7643,2022-03-19 06:00:00,103000,30,3,10,4.1,281.35,280.15,92,11000,0,nan,nan,nan,nan,2250,nan,nan,nan,102900,nan,nan,nan,280.45,nan,287.35,nan,278.15,nan,nan,nan,6.7,-10.0,nan,0.0,nan,nan,nan,0.0,nan,0.6,0.6,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7650,2022-03-19 06:00:00,102960,50,3,350,3.9,283.75,278.25,69,20660,0,nan,nan,100,8,2250,nan,nan,nan,102570,nan,nan,430,281.65,nan,288.45,nan,281.25,nan,nan,5.3,5.3,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,-0.1,nan,nan,nan,nan,1,nan,2400,8,nan,3780,nan,nan,nan,nan,nan,nan
7661,2022-03-19 06:00:00,nan,nan,nan,80,11.6,nan,nan,nan,nan,nan,2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,16.7,18.2,-10.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
7690,2022-03-19 06:00:00,102950,30,3,90,9.6,287.05,277.85,54,25000,1,2,2,90,6,3000,30,27,nan,102630,nan,nan,490,283.45,nan,288.45,nan,282.45,nan,nan,12.6,12.6,-10.0,0,0.0,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,5,3,3000,5,3,5000,nan,nan,nan,nan,nan,nan
7747,2022-03-19 06:00:00,102950,30,3,320,1.5,283.55,281.45,87,12610,0,nan,nan,90,6,800,nan,nan,nan,102410,nan,nan,280,282.05,nan,286.45,nan,280.35,nan,nan,2.9,4.1,-10.0,1,0.0,nan,nan,0.0,0.0,0.0,0.0,1.0,nan,nan,nan,nan,3,nan,900,5,nan,1050,5,nan,1230,nan,nan,nan
7761,2022-03-19 06:00:00,102650,-10.0,5,130,1.5,286.85,277.15,52,20240,0,nan,nan,100,8,2640,nan,nan,nan,102540,nan,nan,400,283.25,nan,286.85,nan,282.35,nan,nan,2.5,4.3,-10.0,nan,0.0,nan,nan,0.0,0.0,-0.1,-0.1,-0.1,nan,nan,nan,nan,8,nan,2640,nan,nan,nan,nan,nan,nan,nan,nan,nan
7790,2022-03-19 06:00:00,102940,20,3,340,5.0,284.75,279.85,72,18570,0,nan,nan,90,7,1750,nan,nan,nan,102790,nan,nan,390,281.65,nan,285.45,nan,281.85,nan,nan,7.1,7.4,-10.0,nan,0.0,nan,nan,0.0,0.0,0.0,0.2,0.2,nan,nan,nan,nan,2,nan,1980,7,nan,2520,nan,nan,nan,nan,nan,nan
61968,2022-03-19 06:00:00,101250,140,1,300,1.8,303.05,297.65,73,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101200,nan,nan,10,nan,297.75,nan,304.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61972,2022-03-19 06:00:00,101460,80,1,150,10.6,300.65,291.35,57,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101390,nan,nan,100,nan,298.15,nan,302.25,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61976,2022-03-19 06:00:00,101180,70,0,nan,nan,304.55,297.95,68,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101090,nan,nan,-80.0,nan,299.45,nan,305.45,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61980,2022-03-19 06:00:00,101110,60,0,30,1.2,303.45,297.85,72,43850,0,nan,nan,nan,3,450,nan,nan,nan,100960,nan,nan,-50.0,nan,nan,nan,nan,nan,nan,nan,2.5,2.5,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,3,nan,390,nan,nan,nan,nan,nan,nan,nan,nan,nan
61996,2022-03-19 06:00:00,102460,70,6,310,7.3,293.65,289.85,79,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,102120,nan,nan,-330.0,nan,289.75,nan,293.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.4,0.4,0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61997,2022-03-19 06:00:00,101840,110,6,350,8.7,281.25,279.05,86,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,100060,nan,nan,-380.0,nan,277.05,nan,281.95,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
61998,2022-03-19 06:00:00,102040,-80.0,8,210,2.6,280.85,277.65,80,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101670,nan,nan,nan,273.65,nan,nan,nan,323.15,nan,nan,nan,4.1,-10.0,nan,nan,nan,nan,0.0,nan,nan,nan,0.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
71805,2022-03-19 06:00:00,101090,190,3,320,11.4,274.05,272.45,89,48450,0,nan,nan,nan,0,nan,nan,nan,nan,101000,nan,nan,-570.0,274.05,nan,278.25,nan,272.95,nan,nan,16.8,20.3,-10.0,nan,nan,nan,nan,0.0,0.0,0.0,0.2,0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78890,2022-03-19 06:00:00,101640,150,8,70,10.6,296.65,292.75,79,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101320,nan,nan,10,nan,293.95,nan,300.75,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.6,0.8,0.8,0.8,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78894,2022-03-19 06:00:00,101750,120,8,60,9.7,298.25,293.95,77,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101230,nan,nan,10,nan,297.35,nan,302.15,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.0,0.0,0.0,0.0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78897,2022-03-19 06:00:00,101690,-110.0,8,80,3.8,295.75,292.75,83,20340,nan,nan,nan,nan,nan,nan,nan,nan,nan,101600,nan,nan,0,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,-0.1,-0.1,0.2,0.2,0.4,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
78925,2022-03-19 06:00:00,101590,-120.0,8,230,0.7,296.85,294.55,87,22510,0,nan,nan,75,6,800,nan,nan,nan,101500,nan,nan,-10.0,nan,303.05,nan,303.05,nan,nan,nan,1.5,4.4,-10.0,nan,nan,nan,nan,-0.1,2.9,2.9,2.9,2.9,nan,nan,nan,nan,4,nan,750,5,nan,900,6,nan,1200,nan,nan,nan
81401,2022-03-19 06:00:00,101120,220,6,80,0.6,296.85,296.35,97,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,101060,nan,nan,10,nan,296.35,nan,304.85,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,0.0,0.6,1.0,1.0,1.2,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan,nan
